,#enr,ID,I(intrinsic),I(emergent),type,fractional_emission,constant_temperature
0,6.53902e-11,He 2      303.784A,-16.664,-16.664,t,0.3564412304659073,1e4K
1,1.63403e-11,H  1      1215.67A,-16.957,-16.957,t,0.18154652239389943,1e4K
2,1.21093e-11,He 2      1640.43A,-17.576,-17.576,t,0.04365037049145177,1e4K
3,3.0268200000000002e-12,H  1      6562.81A,-17.689,-17.689,t,0.03365022203780783,1e4K
4,7.674639999999999e-14,O  4      25.8832m,-17.729,-17.729,t,0.03068936724521391,1e4K
5,3.58232e-11,O  4      554.514A,-17.855,-17.855,t,0.02296084856285501,1e4K
6,3.57748e-11,O  4      555.264A,-17.944000000000003,-17.944000000000003,t,0.01870630168891162,1e4K
7,1.63475e-11,He 2      1215.13A,-18.03,-18.03,t,0.015345743479198187,1e4K
8,3.25738e-11,O  4      609.830A,-18.095,-18.095,t,0.013212589258217285,1e4K
9,8.206239999999999e-14,Ne 5      24.2065m,-18.105,-18.105,t,0.012911834008330809,1e4K
10,7.74994e-11,He 2      256.317A,-18.164,-18.164,t,0.011271661402652674,1e4K
11,1.38691e-13,Ne 5      14.3228m,-18.201,-18.201,t,0.010351134082581814,1e4K
12,4.0862199999999995e-12,H  1      4861.33A,-18.207,-18.207,t,0.010209111198668479,1e4K
13,8.70474e-11,He 2      228.203A,-18.255,-18.255,t,0.00914087845486557,1e4K
14,3.90896e-11,O  3      508.178A,-18.273,-18.273,t,0.008769764562208402,1e4K
15,2.82226e-11,O  3      703.851A,-18.275,-18.275,t,0.008729471154119707,1e4K
16,2.38264e-11,O  3      833.715A,-18.302,-18.302,t,0.008203287532427862,1e4K
17,1.89048e-13,S  4      10.5076m,-18.305,-18.305,t,0.00814681649826547,1e4K
18,2.51413e-11,O  4      790.114A,-18.325,-18.325,t,0.007780149355520648,1e4K
19,1.83092e-11,He 2      1084.94A,-18.362000000000002,-18.362000000000002,t,0.007144764758685292,1e4K
20,3.96746e-12,O  3      5006.84A,-18.399,-18.399,t,0.006561270372107864,1e4K
21,3.17545e-11,He 1      625.563A,-18.410999999999998,-18.410999999999998,t,0.006382457538918025,1e4K
22,4.23944e-12,He 2      4685.64A,-18.445,-18.445,t,0.005901846831475706,1e4K
23,2.82609e-11,O  3      702.896A,-18.483,-18.483,t,0.005407392996559639,1e4K
24,3.91279e-11,O  3      507.680A,-18.495,-18.495,t,0.005260026525274388,1e4K
25,4.57658e-12,H  1      4340.46A,-18.553,-18.553,t,0.004602437866881038,1e4K
26,2.89647e-11,N  3      685.817A,-18.608,-18.608,t,0.00405497269570495,1e4K
27,1.93749e-11,He 2      1025.27A,-18.62,-18.62,t,0.003944463432238383,1e4K
28,2.89428e-11,N  3      686.336A,-18.701,-18.701,t,0.003273316006675598,1e4K
29,2.2488299999999997e-14,O  3      88.3323m,-18.75,-18.75,t,0.002924071138755287,1e4K
30,2.00345e-11,N  3      991.511A,-18.750999999999998,-18.750999999999998,t,0.0029173459617578518,1e4K
31,6.20175e-12,He 2      3203.04A,-18.762999999999998,-18.762999999999998,t,0.002837840185096888,1e4K
32,1.0159400000000001e-13,Fe 6      19.5527m,-18.771,-18.771,t,0.002786043764338304,1e4K
33,1.0593799999999999e-12,H  1      1.87510m,-18.798,-18.798,t,0.0026181102696019717,1e4K
34,4.84294e-12,H  1      4101.73A,-18.823,-18.823,t,0.0024716554753336007,1e4K
35,2.00174e-11,He 2      992.360A,-18.832,-18.832,t,0.0024209617854698373,1e4K
36,2.59887e-11,N  3      764.351A,-18.843,-18.843,t,0.002360412654142879,1e4K
37,2.17522e-11,H  1      913.215A,-18.851,-18.851,t,0.0023173302678831183,1e4K
38,4.00581e-12,O  3      4958.91A,-18.874000000000002,-18.874000000000002,t,0.002197798811626347,1e4K
39,2.64781e-11,S  4      750.221A,-18.934,-18.934,t,0.0019142027429752964,1e4K
40,1.34519e-13,Fe 6      14.7670m,-18.947,-18.947,t,0.0018577528413861893,1e4K
41,1.48724e-11,C  2      1335.66A,-18.977,-18.977,t,0.001733755829041487,1e4K
42,3.83481e-14,O  3      51.8004m,-19.007,-19.007,t,0.0016180350839848164,1e4K
43,2.04344e-11,He 2      972.108A,-19.011,-19.011,t,0.0016032008491694161,1e4K
44,7.26772e-12,He 2      2733.24A,-19.026,-19.026,t,0.0015487735895373276,1e4K
45,2.63538e-11,S  4      753.760A,-19.027,-19.027,t,0.0015452115091280725,1e4K
46,3.00315e-11,S  4      661.455A,-19.041,-19.041,t,0.001496194087528742,1e4K
47,5.00355e-12,H  1      3970.07A,-19.043,-19.043,t,0.0014893197001354381,1e4K
48,2.0893200000000002e-13,Fe 7      9.50763m,-19.046,-19.046,t,0.0014790672954339559,1e4K
49,8.64663e-11,He 2      229.736A,-19.051,-19.051,t,0.0014621365521071095,1e4K
50,2.59898e-13,Ne 6      7.64318m,-19.055999999999997,-19.055999999999997,t,0.0014453996133965128,1e4K
51,1.9622400000000003e-12,He 2      1.01233m,-19.062,-19.062,t,0.0014255679872322508,1e4K
52,3.5428000000000003e-13,Mg 5      5.60700m,-19.065,-19.065,t,0.0014157544462354767,1e4K
53,8.65814e-11,He 2      229.431A,-19.08,-19.08,t,0.001367690827219528,1e4K
54,3.46531e-14,N  3      57.3238m,-19.090999999999998,-19.090999999999998,t,0.0013334843841401633,1e4K
55,2.16572e-11,He 2      917.221A,-19.094,-19.094,t,0.0013243047422082904,1e4K
56,1.54973e-12,H  1      1.28180m,-19.094,-19.094,t,0.0013243047422082904,1e4K
57,3.3995e-11,He 1      584.334A,-19.113,-19.113,t,0.0012676166478294277,1e4K
58,8.6671e-11,He 2      229.194A,-19.115,-19.115,t,0.0012617924783743981,1e4K
59,1.91554e-11,C  2      1037.02A,-19.133,-19.133,t,0.0012105645005944501,1e4K
60,3.48647e-11,Ne 5      569.759A,-19.152,-19.152,t,0.0011587451628890068,1e4K
61,8.6742e-11,He 2      229.006A,-19.154,-19.154,t,0.0011534212124695979,1e4K
62,2.07203e-11,He 2      958.694A,-19.167,-19.167,t,0.001119406783134118,1e4K
63,2.51768e-11,O 4R      789.000A,-19.171,-19.171,t,0.0011091440000589403,1e4K
64,2.08428e-12,S  3      9530.62A,-19.183,-19.183,t,0.0010789167468262112,1e4K
65,8.67994e-11,He 2      228.855A,-19.194000000000003,-19.194000000000003,t,0.0010519326481153025,1e4K
66,2.10762e-11,He 2      942.508A,-19.201,-19.201,t,0.0010351134082581814,1e4K
67,1.51654e-13,Ar 5      13.0985m,-19.204,-19.204,t,0.0010279877376768896,1e4K
68,4.11285e-11,Ne 5      482.985A,-19.215999999999998,-19.215999999999998,t,0.0009999722179019645,1e4K
69,8.70355e-11,He 2      228.234A,-19.232,-19.232,t,0.0009638022464315429,1e4K
70,8.68463e-11,He 2      228.731A,-19.234,-19.234,t,0.0009593739773535238,1e4K
71,1.61403e-13,Fe 6      12.3074m,-19.235,-19.235,t,0.0009571674784353127,1e4K
72,5.1078e-12,H  1      3889.05A,-19.237000000000002,-19.237000000000002,t,0.0009527696933472057,1e4K
73,5.934930000000001e-14,S  3      33.4704m,-19.24,-19.24,t,0.0009462108729122093,1e4K
74,7.91049e-12,He 2      2511.15A,-19.242,-19.242,t,0.0009418634288537249,1e4K
75,8.68852e-11,He 2      228.629A,-19.271,-19.271,t,0.0008810243956218436,1e4K
76,5.5275e-11,Ne 5      359.375A,-19.279,-19.279,t,0.0008649438881521717,1e4K
77,3.02816e-12,He 2      6559.91A,-19.295,-19.295,t,0.0008336580232072249,1e4K
78,2.11913e-11,He 2      937.389A,-19.299,-19.299,t,0.0008260150005098789,1e4K
79,2.37898e-11,O 3R      835.000A,-19.301,-19.301,t,0.0008222198063211598,1e4K
80,2.09248e-11,He 2      949.324A,-19.305,-19.305,t,0.000814681649826547,1e4K
81,8.69178e-11,He 2      228.543A,-19.305,-19.305,t,0.000814681649826547,1e4K
82,8.69454e-11,He 2      228.471A,-19.335,-19.335,t,0.0007603051534810112,1e4K
83,8.70221e-11,He 2      228.269A,-19.337,-19.337,t,0.0007568118686152847,1e4K
84,1.8160900000000002e-12,H  1      1.09380m,-19.346,-19.346,t,0.0007412896461471147,1e4K
85,2.43455e-11,S  4      815.941A,-19.351,-19.351,t,0.000732804173735879,1e4K
86,8.69689e-11,He 2      228.409A,-19.358,-19.358,t,0.0007210874453042139,1e4K
87,8.70067e-11,He 2      228.309A,-19.369,-19.369,t,0.0007030527870597128,1e4K
88,8.69892e-11,He 2      228.356A,-19.372,-19.372,t,0.000698213005716066,1e4K
89,2.12808e-11,He 2      933.444A,-19.387999999999998,-19.387999999999998,t,0.0006729579595808764,1e4K
90,1.66306e-11,S  3      1194.45A,-19.4,-19.4,t,0.0006546179869009079,1e4K
91,4.12671e-11,Ne 5      481.363A,-19.404,-19.404,t,0.000648616413122813,1e4K
92,5.17927e-12,H  1      3835.38A,-19.405,-19.405,t,0.0006471246367689841,1e4K
93,8.32767e-12,He 2      2385.35A,-19.424,-19.424,t,0.0006194238657041037,1e4K
94,4.427e-13,Mg 4      4.48712m,-19.432000000000002,-19.432000000000002,t,0.0006081181060124871,1e4K
95,5.7981e-12,Ne 5      3426.03A,-19.436,-19.436,t,0.0006025428457048619,1e4K
96,2.51458e-13,Ar 5      7.89971m,-19.445999999999998,-19.445999999999998,t,0.0005888272960434278,1e4K
97,5.42845e-13,Al 6      3.65932m,-19.47,-19.47,t,0.0005571702691428273,1e4K
98,2.13519e-11,He 2      930.337A,-19.47,-19.47,t,0.0005571702691428273,1e4K
99,4.90343e-13,H  1      4.05113m,-19.473,-19.473,t,0.0005533347359887527,1e4K
100,1.06183e-13,S  3      18.7078m,-19.488,-19.488,t,0.0005345495080775302,1e4K
101,5.54136e-11,Ne 5      358.476A,-19.503,-19.503,t,0.0005164020221418697,1e4K
102,2.37881e-11,O  3      835.059A,-19.507,-19.507,t,0.0005116676199453852,1e4K
103,3.67088e-12,He 2      5411.37A,-19.509,-19.509,t,0.0005093167207769999,1e4K
104,4.04534e-11,Ne 3      491.045A,-19.509,-19.509,t,0.0005093167207769999,1e4K
105,2.19705e-11,C  2      904.142A,-19.521,-19.521,t,0.0004954364261590138,1e4K
106,2.03317e-11,C  3      977.020A,-19.539,-19.539,t,0.0004753220201329542,1e4K
107,2.24578e-11,C  3      884.524A,-19.54,-19.54,t,0.00047422880982291585,1e4K
108,1.0122200000000001e-12,Si 6      1.96247m,-19.544,-19.544,t,0.00046988105396102067,1e4K
109,2.14092e-11,He 2      927.846A,-19.546,-19.546,t,0.0004677221466236464,1e4K
110,5.23039e-12,H  1      3797.89A,-19.552,-19.552,t,0.00046130475819029527,1e4K
111,5.26821e-12,H  1      3770.63A,-19.553,-19.553,t,0.00046024378668810387,1e4K
112,1.9767e-12,H  1      1.00493m,-19.557000000000002,-19.557000000000002,t,0.00045602424628898456,1e4K
113,4.69921e-12,Fe 5      4227.19A,-19.559,-19.559,t,0.00045392900519970335,1e4K
114,1.28308e-11,C  4      1548.19A,-19.562,-19.562,t,0.0004508041799075748,1e4K
115,1.06591e-12,He 2      1.86362m,-19.567,-19.567,t,0.0004456438671319175,1e4K
116,1.85041e-11,S  4      1073.52A,-19.572,-19.572,t,0.0004405426239681437,1e4K
117,1.2773900000000002e-13,Ne 3      15.5509m,-19.574,-19.574,t,0.00043851851447214446,1e4K
118,8.6137e-12,He 2      2306.15A,-19.582,-19.582,t,0.00043051464955920797,1e4K
119,2.19046e-12,S  3      9068.62A,-19.583,-19.583,t,0.00042952449334176824,1e4K
120,2.54334e-13,Fe 7      7.81037m,-19.587,-19.587,t,0.0004255865891169035,1e4K
121,2.82351e-14,Fe 5      70.3538m,-19.59,-19.59,t,0.0004226568716447227,1e4K
122,3.8603599999999995e-12,Fe 6      5145.76A,-19.595,-19.595,t,0.00041781875844241215,1e4K
123,5.46819e-14,Fe 5      36.3273m,-19.596,-19.596,t,0.00041685780196425344,1e4K
124,9.55097e-12,He 2      2079.84A,-19.607,-19.607,t,0.0004064320373167944,1e4K
125,8.19397e-12,Ne 4      2424.28A,-19.61,-19.61,t,0.0004036341788517242,1e4K
126,3.99488e-12,Fe 6      4972.48A,-19.611,-19.611,t,0.000402705846001328,1e4K
127,2.14561e-11,He 2      925.817A,-19.616,-19.616,t,0.0003980961103010544,1e4K
128,2.19623e-11,C  2      904.480A,-19.617,-19.617,t,0.0003971805146548711,1e4K
129,1.04183e-11,C  3      1906.68A,-19.62,-19.62,t,0.00039444634322383825,1e4K
130,4.39259e-11,N  3      452.227A,-19.643,-19.643,t,0.0003741001946950112,1e4K
131,5.41346e-12,H  1      3669.46A,-19.657,-19.657,t,0.00036223293454620186,1e4K
132,3.58547e-11,S  4      554.027A,-19.664,-19.664,t,0.0003564412304659073,1e4K
133,5.29698e-12,H  1      3750.15A,-19.668,-19.668,t,0.0003531733576225079,1e4K
134,2.1495e-11,He 2      924.142A,-19.682000000000002,-19.682000000000002,t,0.00034196994160730717,1e4K
135,7.56703e-13,H  1      2.62513m,-19.692,-19.692,t,0.00033418575538674727,1e4K
136,4.08803e-12,He 2      4859.18A,-19.692999999999998,-19.692999999999998,t,0.00033341714947794773,1e4K
137,7.6658e-14,Fe 5      25.9131m,-19.698,-19.698,t,0.0003296005549281184,1e4K
138,1.94538e-11,S  3      1021.11A,-19.702,-19.702,t,0.00032657875887716207,1e4K
139,1.29543e-11,Si 2      1533.43A,-19.703,-19.703,t,0.0003258276485748366,1e4K
140,2.40093e-11,Ar 5      827.366A,-19.704,-19.704,t,0.000325078265778266,1e4K
141,8.96967e-12,He 2      2214.62A,-19.715999999999998,-19.715999999999998,t,0.00031621898054604096,1e4K
142,8.81829e-12,He 2      2252.64A,-19.721,-19.721,t,0.0003125992518080493,1e4K
143,1.70862e-12,He 2      1.16260m,-19.74,-19.74,t,0.0002992181505218701,1e4K
144,2.15276e-11,He 2      922.743A,-19.742,-19.742,t,0.0002978433679993724,1e4K
145,2.0809400000000002e-12,H  1      9545.93A,-19.742,-19.742,t,0.0002978433679993724,1e4K
146,3.83776e-12,Fe 6      5176.05A,-19.743,-19.743,t,0.00029715834726209967,1e4K
147,5.13457e-12,Ne 3      3868.76A,-19.772000000000002,-19.772000000000002,t,0.0002779636041492745,1e4K
148,5.31937e-12,H  1      3734.36A,-19.772000000000002,-19.772000000000002,t,0.0002779636041492745,1e4K
149,8.20284e-12,Ne 4      2421.66A,-19.785999999999998,-19.785999999999998,t,0.00026914600274431254,1e4K
150,1.04071e-11,C  3      1908.73A,-19.792,-19.792,t,0.0002654531811463546,1e4K
151,3.26344e-12,Fe 7      6086.97A,-19.796,-19.796,t,0.000263019491753216,1e4K
152,4.3870299999999995e-13,Ar 6      4.52800m,-19.797,-19.797,t,0.0002624145637087585,1e4K
